Time,Spillway,South saddle dam,North saddle dam,Left Non Overflow,Right Non Overflow,Saddle dam
0.0,0.0,0.0,0.0,0.0,0.0,
0.16675931072818231,0.0,0.0,0.0,0.0,0.0,229.85898541425166
0.33351862145636463,0.0,0.0,0.0,0.0,0.0,692.0267242807846
0.500277932184547,0.0,0.0,0.0,0.0,0.0,1371.7272719171335
0.6670372429127293,0.0,0.0,0.0,0.0,0.0,2240.7301840106757
0.8337965536409115,0.0,0.0,0.0,0.0,0.0,3268.3059889442984
1.000555864369094,0.0,0.0,0.0,0.0,0.0,4420.657023403931
1.1673151750972761,0.0,0.0,0.0,0.0,0.0,5660.168142225836
1.3340744858254585,0.0,0.0,0.0,0.0,0.0,6944.385969197244
1.500833796553641,0.0,0.0,0.0,0.0,0.0,6579.44584348754
1.667593107281823,0.0,0.0,0.0,0.0,0.0,7062.467276975913
1.8343524180100055,0.0,0.0,0.0,0.0,0.0,7541.6443547165345
2.001111728738188,0.0,0.0,0.0,0.0,0.0,8017.707111452958
2.16787103946637,0.0,0.0,0.0,0.0,0.0,8490.47976250809
2.3346303501945522,0.0,0.0,0.0,0.0,0.0,8959.790489285542
2.501389660922735,0.0,0.0,0.0,0.0,0.0,9425.470540775308
2.668148971650917,0.0,0.0,0.0,0.0,0.0,9887.354360664529
2.834908282379099,0.0,0.0,0.0,0.0,0.0,10330.899960389332
3.001667593107282,0.0,0.0,0.0,0.0,0.0,10297.656211689777
3.168426903835464,0.0,0.0,0.0,0.0,0.0,10265.316193804165
3.335186214563646,0.0,0.0,0.0,0.0,0.0,10233.123629773938
3.501945525291829,0.0,0.0,0.0,0.0,0.0,10201.078798841303
3.668704836020011,0.0,0.0,0.0,0.0,0.0,10169.180792799609
3.835464146748193,0.0,0.0,0.0,0.0,0.0,10137.428712325527
4.002223457476376,0.0,0.0,0.0,0.0,0.0,10105.82166502757
4.1689827682045575,0.0,0.0,0.0,0.0,0.0,10074.358765384435
4.33574207893274,0.0,0.0,0.0,0.0,0.0,10043.039134681132
4.502501389660923,0.0,0.0,0.0,0.0,0.0,10011.861900945823
4.6692607003891045,0.0,0.0,0.0,0.0,0.0,9980.8261988873
4.836020011117287,0.0,0.0,0.0,0.0,0.0,9949.931169833138
5.00277932184547,0.0,0.0,0.0,0.0,0.0,9919.175961668656
5.169538632573651,0.0,0.0,0.0,0.0,0.0,9888.559728776278
5.336297943301834,0.0,0.0,0.0,0.0,0.0,9858.081631975867
5.503057254030017,0.0,0.0,0.0,0.0,0.0,9827.740838465379
5.669816564758198,0.0,0.0,0.0,0.0,0.0,9797.536521762424
5.836575875486381,0.0,0.0,0.0,0.0,0.0,9767.467861646335
6.003335186214564,0.0,0.0,0.0,0.0,0.0,9737.534044100845
6.170094496942745,0.0,0.0,0.0,0.0,0.0,9707.734261257436
6.336853807670928,0.0,0.0,0.0,0.0,0.0,9678.06771133921
6.503613118399111,0.0,0.0,0.0,0.0,0.0,9648.533598605507
6.670372429127292,0.0,0.0,0.0,0.0,0.0,9619.131133296938
6.837131739855475,0.0,0.0,0.0,0.0,0.0,9589.859531581164
7.003891050583658,0.0,0.0,0.0,0.0,0.0,9560.718015499115
7.170650361311839,0.0,0.0,0.0,0.0,0.0,9531.705812911845
7.337409672040022,0.0,0.0,0.0,0.0,0.0,9502.822157448043
7.5041689827682045,0.0,0.0,0.0,0.0,0.0,9474.06628845185
7.670928293496386,0.0,0.0,0.0,0.0,0.0,9445.437450931575
7.837687604224569,0.0,0.0,0.0,0.0,0.0,9416.934895508588
8.004446914952752,0.0,0.0,0.0,0.0,0.0,9388.55787836698
8.171206225680933,0.0,0.0,0.0,0.0,0.0,9360.305661203762
8.337965536409115,0.0,0.0,0.0,0.0,0.0,9332.177511179489
8.504724847137298,0.0,0.0,0.0,0.0,0.0,9304.172700869352
8.67148415786548,0.0,0.0,0.0,0.0,0.0,9276.290508215046
8.838243468593662,0.0,0.0,0.0,0.0,0.0,9248.530216476724
9.005002779321845,0.0,0.0,0.0,0.0,0.0,9220.891114185957
9.171762090050027,0.0,0.0,0.0,0.0,0.0,9193.372495098694
9.338521400778209,0.0,0.0,0.0,0.0,0.0,9165.973658149096
9.505280711506392,0.0,0.0,0.0,0.0,0.0,9138.693907403545
9.672040022234574,0.0,0.0,0.0,0.0,0.0,9111.532552015473
9.838799332962756,0.0,0.0,0.0,0.0,0.0,9084.488906180262
10.00555864369094,0.0,0.0,0.0,0.0,0.0,9057.562289090896
10.172317954419121,0.0,0.0,0.0,0.0,0.0,9030.752024894022
10.339077265147303,0.0,0.0,0.0,0.0,0.0,9004.057442646388
10.505836575875486,0.0,0.0,0.0,0.0,0.0,8977.477876271767
10.672595886603668,0.0,0.0,0.0,0.0,0.0,8951.012664518374
10.83935519733185,0.0,0.0,0.0,0.0,0.0,8924.661150916554
11.006114508060033,0.0,0.0,0.0,0.0,0.0,8898.422683737179
11.172873818788215,0.0,0.0,0.0,0.0,0.0,8872.296615950232
11.339633129516397,0.0,0.0,0.0,0.0,0.0,8846.282305183906
