Time,Spillway,South saddle dam,North saddle dam,Left Non Overflow,Right Non Overflow,Saddle dam
0.0,0.0,0.0,0.0,0.0,0.0,
0.16675931072818231,0.0,0.0,0.0,0.0,0.0,326.9848100474244
0.33351862145636463,0.0,0.0,0.0,0.0,0.0,1307.862302191722
0.500277932184547,0.0,0.0,0.0,0.0,0.0,2413.303053407903
0.6670372429127293,0.0,0.0,0.0,0.0,0.0,3453.2215681873895
0.8337965536409115,0.0,0.0,0.0,0.0,0.0,4598.64253753501
1.000555864369094,0.0,0.0,0.0,0.0,0.0,5809.098457012061
1.1673151750972761,0.0,0.0,0.0,0.0,0.0,5598.460836388567
1.3340744858254585,0.0,0.0,0.0,0.0,0.0,6085.9563303709165
1.500833796553641,0.0,0.0,0.0,0.0,0.0,6570.228034725358
1.667593107281823,0.0,0.0,0.0,0.0,0.0,7051.748292127168
1.8343524180100055,0.0,0.0,0.0,0.0,0.0,7530.336508690507
2.001111728738188,0.0,0.0,0.0,0.0,0.0,8005.8154032836965
2.16787103946637,0.0,0.0,0.0,0.0,0.0,8478.010490769695
2.3346303501945522,0.0,0.0,0.0,0.0,0.0,8946.750217478155
2.501389660922735,0.0,0.0,0.0,0.0,0.0,9411.866091499312
2.668148971650917,0.0,0.0,0.0,0.0,0.0,9873.192808342737
2.834908282379099,0.0,0.0,0.0,0.0,0.0,10316.206698750288
3.001667593107282,0.0,0.0,0.0,0.0,0.0,10283.032058408478
3.168426903835464,0.0,0.0,0.0,0.0,0.0,10250.7592807629
3.335186214563646,0.0,0.0,0.0,0.0,0.0,10218.633546674622
3.501945525291829,0.0,0.0,0.0,0.0,0.0,10186.655135498575
3.668704836020011,0.0,0.0,0.0,0.0,0.0,10154.823142203664
3.835464146748193,0.0,0.0,0.0,0.0,0.0,10123.136670606447
4.002223457476376,0.0,0.0,0.0,0.0,0.0,10091.594831426006
4.1689827682045575,0.0,0.0,0.0,0.0,0.0,10060.196742222757
4.33574207893274,0.0,0.0,0.0,0.0,0.0,10028.941527334775
4.502501389660923,0.0,0.0,0.0,0.0,0.0,9997.828317815001
4.6692607003891045,0.0,0.0,0.0,0.0,0.0,9966.856251368923
4.836020011117287,0.0,0.0,0.0,0.0,0.0,9936.024472293224
5.00277932184547,0.0,0.0,0.0,0.0,0.0,9905.332131414887
5.169538632573651,0.0,0.0,0.0,0.0,0.0,9874.778386030848
5.336297943301834,0.0,0.0,0.0,0.0,0.0,9844.362399848771
5.503057254030017,0.0,0.0,0.0,0.0,0.0,9814.083342927803
5.669816564758198,0.0,0.0,0.0,0.0,0.0,9783.940391620581
5.836575875486381,0.0,0.0,0.0,0.0,0.0,9753.932728515489
6.003335186214564,0.0,0.0,0.0,0.0,0.0,9724.059542379633
6.170094496942745,0.0,0.0,0.0,0.0,0.0,9694.320028102446
6.336853807670928,0.0,0.0,0.0,0.0,0.0,9664.713386639918
6.503613118399111,0.0,0.0,0.0,0.0,0.0,9635.23882495935
6.670372429127292,0.0,0.0,0.0,0.0,0.0,9605.895555984791
6.837131739855475,0.0,0.0,0.0,0.0,0.0,9576.682798542937
7.003891050583658,0.0,0.0,0.0,0.0,0.0,9547.59977730971
7.170650361311839,0.0,0.0,0.0,0.0,0.0,9518.645722757383
7.337409672040022,0.0,0.0,0.0,0.0,0.0,9489.819871102252
7.5041689827682045,0.0,0.0,0.0,0.0,0.0,9461.121464252787
7.670928293496386,0.0,0.0,0.0,0.0,0.0,9432.549749758467
7.837687604224569,0.0,0.0,0.0,0.0,0.0,9404.103980759082
8.004446914952752,0.0,0.0,0.0,0.0,0.0,9375.783415934617
8.171206225680933,0.0,0.0,0.0,0.0,0.0,9347.587319455502
8.337965536409115,0.0,0.0,0.0,0.0,0.0,9319.51496093365
8.504724847137298,0.0,0.0,0.0,0.0,0.0,9291.56561537378
8.67148415786548,0.0,0.0,0.0,0.0,0.0,9263.73856312538
8.838243468593662,0.0,0.0,0.0,0.0,0.0,9236.033089835044
9.005002779321845,0.0,0.0,0.0,0.0,0.0,9208.448486399493
9.171762090050027,0.0,0.0,0.0,0.0,0.0,9180.984048918956
9.338521400778209,0.0,0.0,0.0,0.0,0.0,9153.63907865103
9.505280711506392,0.0,0.0,0.0,0.0,0.0,9126.412881965034
9.672040022234574,0.0,0.0,0.0,0.0,0.0,9099.304770296934
9.838799332962756,0.0,0.0,0.0,0.0,0.0,9072.314060104552
10.00555864369094,0.0,0.0,0.0,0.0,0.0,9045.440072823483
10.172317954419121,0.0,0.0,0.0,0.0,0.0,9018.682134823188
10.339077265147303,0.0,0.0,0.0,0.0,0.0,8992.03957736368
10.505836575875486,0.0,0.0,0.0,0.0,0.0,8965.511736552799
10.672595886603668,0.0,0.0,0.0,0.0,0.0,8939.097953303588
10.83935519733185,0.0,0.0,0.0,0.0,0.0,8912.79757329249
11.006114508060033,0.0,0.0,0.0,0.0,0.0,8886.609946917612
11.172873818788215,0.0,0.0,0.0,0.0,0.0,8860.534429257652
11.339633129516397,0.0,0.0,0.0,0.0,0.0,8834.570380031248
11.50639244024458,0.0,0.0,0.0,0.0,0.0,8808.717163556546
11.673151750972762,0.0,0.0,0.0,0.0,0.0,8782.974148711397
11.839911061700944,0.0,0.0,0.0,0.0,0.0,8757.340708893853
12.006670372429127,0.0,0.0,0.0,0.0,0.0,8731.816221983045
12.173429683157309,0.0,0.0,0.0,0.0,0.0,8706.400070300528
12.34018899388549,0.0,0.0,0.0,0.0,0.0,8681.091640571987
12.506948304613674,0.0,0.0,0.0,0.0,0.0,8655.890323889214
12.673707615341856,0.0,0.0,0.0,0.0,0.0,8630.795515672824
12.840466926070038,0.0,0.0,0.0,0.0,0.0,8605.806615634807
13.007226236798221,0.0,0.0,0.0,0.0,0.0,8580.92302774197
13.173985547526403,0.0,0.0,0.0,0.0,0.0,8556.1441601794
13.340744858254585,0.0,0.0,0.0,0.0,0.0,8531.469425314564
13.507504168982768,0.0,0.0,0.0,0.0,0.0,8506.898239661414
13.67426347971095,0.0,0.0,0.0,0.0,0.0,8482.430023845298
13.841022790439132,0.0,0.0,0.0,0.0,0.0,8458.064202567763
14.007782101167315,0.0,0.0,0.0,0.0,0.0,8433.800204572133
14.174541411895497,0.0,0.0,0.0,0.0,0.0,8409.637462609084
14.341300722623679,0.0,0.0,0.0,0.0,0.0,8385.575413402797
14.508060033351862,0.0,0.0,0.0,0.0,0.0,8361.61349761729
14.674819344080044,0.0,0.0,0.0,0.0,0.0,8337.751159823198
14.841578654808226,0.0,0.0,0.0,0.0,0.0,8313.987848464823
15.008337965536409,0.0,0.0,0.0,0.0,0.0,8290.323015827504
15.17509727626459,0.0,0.0,0.0,0.0,0.0,8266.75611800533
15.341856586992773,0.0,0.0,0.0,0.0,0.0,8243.28661486919
15.508615897720956,0.0,0.0,0.0,0.0,0.0,8219.913970035097
15.675375208449138,0.0,0.0,0.0,0.0,0.0,8196.637650832858
15.84213451917732,0.0,0.0,0.0,0.0,0.0,8173.4571282749885
16.008893829905503,0.0,0.0,0.0,0.0,0.0,8150.371877026022
16.175653140633685,0.0,0.0,0.0,0.0,0.0,8127.381375372057
16.342412451361866,0.0,0.0,0.0,0.0,0.0,8104.485105190677
16.509171762090048,0.0,0.0,0.0,0.0,0.0,8081.682551920974
16.67593107281823,0.0,0.0,0.0,0.0,0.0,8058.973204534139
16.842690383546415,0.0,0.0,0.0,0.0,0.0,8036.356555504115
17.009449694274597,0.0,0.0,0.0,0.0,0.0,8013.832100778596
17.17620900500278,0.0,0.0,0.0,0.0,0.0,7991.399339750467
17.34296831573096,0.0,0.0,0.0,0.0,0.0,7969.057775229172
17.509727626459142,0.0,0.0,0.0,0.0,0.0,7946.806913412754
17.676486937187324,0.0,0.0,0.0,0.0,0.0,7924.646263859882
17.84324624791551,0.0,0.0,0.0,0.0,0.0,7902.5753394622825
18.01000555864369,0.0,0.0,0.0,0.0,0.0,7880.593656417323
18.176764869371873,0.0,0.0,0.0,0.0,0.0,7858.700734201057
18.343524180100054,0.0,0.0,0.0,0.0,0.0,7836.896095541328
18.510283490828236,0.0,0.0,0.0,0.0,0.0,7815.179266391224
18.677042801556418,0.0,0.0,0.0,0.0,0.0,7793.549775902787
18.843802112284603,0.0,0.0,0.0,0.0,0.0,7772.007156400935
19.010561423012785,0.0,0.0,0.0,0.0,0.0,7750.550943357629
19.177320733740967,0.0,0.0,0.0,0.0,0.0,7729.180675366404
19.34408004446915,0.0,0.0,0.0,0.0,0.0,7707.895894116994
19.51083935519733,0.0,0.0,0.0,0.0,0.0,7686.6961443702185
19.67759866592551,0.0,0.0,0.0,0.0,0.0,7665.580973933242
19.844357976653697,0.0,0.0,0.0,0.0,0.0,7644.5499336348685
20.01111728738188,0.0,0.0,0.0,0.0,0.0,7623.602577301282
20.17787659811006,0.0,0.0,0.0,0.0,0.0,7602.738461731775
20.344635908838242,0.0,0.0,0.0,0.0,0.0,7581.957146674938
20.511395219566424,0.0,0.0,0.0,0.0,0.0,7561.258194804988
20.678154530294606,0.0,0.0,0.0,0.0,0.0,7540.641171698205
20.84491384102279,0.0,0.0,0.0,0.0,0.0,7520.105645809784
21.011673151750973,0.0,0.0,0.0,0.0,0.0,7499.651188450748
21.178432462479154,0.0,0.0,0.0,0.0,0.0,7479.277373765203
21.345191773207336,0.0,0.0,0.0,0.0,0.0,7458.983778707681
21.511951083935518,0.0,0.0,0.0,0.0,0.0,7438.769983020782
21.6787103946637,0.0,0.0,0.0,0.0,0.0,7418.635569213016
